Tên	Diện tích	Mức giá	Hướng nhà	Số phòng ngủ	Số toilet	Pháp lý	lat	lon	Địa chỉ	Quận	Thành phố
Nhà biệt thự, liền kề tại Khu đô thị Trung Hòa - Nhân Chính	140 m²	45,5 tỷ		5 phòng	6 phòng	Sổ đỏ/ Sổ hồng	21.008365631103516	105.80290985107422	Dự án Trung Hòa Nhân Chính, Phố Hoàng Đạo Thúy, Phường Trung Hòa, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Bán đất tại đường 21	416 m²	12 triệu/m²	Tây - Nam				20.8807019	105.6265908	Đường 21, Xã Nam Phương Tiến, Chương Mỹ, Hà Nội	Chương Mỹ	Hà Nội
Căn hộ chung cư tại Chung cư CT4 Yên Nghĩa	80 m²	27,5 triệu/m²	Tây - Bắc	2 phòng	2 phòng	Hợp đồng mua bán	20.9540576934814	105.740982055664	Dự án Chung cư CT4 Yên Nghĩa, Phường Yên Nghĩa, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Căn hộ chung cư tại An Lạc Green Symphony	66 m²	41 triệu/m²	Đông - Nam	2 phòng	2 phòng	Hợp đồng mua bán	21.03314971923828	105.73218536376953	Dự án An Lạc Green Symphony, Đường 70, Xã Vân Canh, Hoài Đức, Hà Nội	Hoài Đức	Hà Nội
Nhà riêng tại đường Đội Cấn	89 m²	7,5 tỷ				Sổ đỏ/ Sổ hồng	21.0378684	105.8107873	Đường Đội Cấn, Phường Cống Vị, Ba Đình, Hà Nội	Ba Đình	Hà Nội
Căn hộ chung cư tại The Sakura - Vinhomes Smart City	75 m²	3,15 tỷ		3 phòng	2 phòng	Sổ đỏ/ Sổ hồng	21.005226135253906	105.7389144897461	Dự án The Sakura - Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Láng	54 m²	4,65 tỷ		3 phòng	3 phòng	Sổ đỏ/ Sổ hồng	21.0116253	105.8099949	Ngõ 508, Đường Láng, Phường Láng Hạ, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Căn hộ chung cư tại Khai Sơn City	119 m²	Thỏa thuận		3 phòng	3 phòng	Hợp đồng mua bán	21.052268981933594	105.88481140136719	Dự án Khai Sơn City, Đường Lý Sơn, Phường Ngọc Thụy, Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà riêng tại phường Kiến Hưng	68 m²	7 tỷ		4 phòng	4 phòng	Sổ đỏ/ Sổ hồng			Phường Kiến Hưng, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà riêng tại xã Đông Mỹ	50 m²	Thỏa thuận		2 phòng	1 phòng				Xã Đông Mỹ, Thanh Trì, Hà Nội	Thanh Trì	Hà Nội
Căn hộ chung cư tại Chung cư Đại Thanh	45 m²	1,19 tỷ	Đông - Nam	1 phòng	1 phòng	Sổ đỏ/ Sổ hồng	20.9575748443604	105.806900024414	Dự án Chung cư Đại Thanh, Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Thanh Trì, Hà Nội	Thanh Trì	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị mới Văn Phú	90 m²	11,9 tỷ		4 phòng	4 phòng	Sổ đỏ	20.958282470703125	105.76719665527344	Dự án KĐT Văn Phú, Đường Văn Khê, Phường Phú La, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Bán đất tại đường Cao Lỗ	68 m²	45 triệu/m²	Đông - Nam			Sổ đỏ/ Sổ hồng	21.1383992	105.8565335	Đường Cao Lỗ, Xã Uy Nỗ, Đông Anh, Hà Nội	Đông Anh	Hà Nội
Bán đất tại xã Xuân Nộn	55,1 m²	27 triệu/m²	Đông			Sổ đỏ/ Sổ hồng	21.1875911403259	105.869333603533	Xã Xuân Nộn, Đông Anh, Hà Nội	Đông Anh	Hà Nội
Bán đất tại đường 21B	56 m²	41 triệu/m²	Đông			Đã có sổ	20.9159506	105.7595301	Thôn Thượng, Đường 21B, Xã Bích Hòa, Thanh Oai, Hà Nội	Thanh Oai	Hà Nội
Nhà riêng tại phố Thái Hà	42 m²	9,8 tỷ		4 phòng	4 phòng	Sổ đỏ/ Sổ hồng	21.012597	105.8201087	Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà riêng tại phố Hoàng Cầu	60 m²	16 tỷ				Sổ đỏ/ Sổ hồng	21.0164891	105.8227091	Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà riêng tại đường Bùi Xương Trạch	45 m²	4,25 tỷ		4 phòng	3 phòng	Sổ đỏ/ Sổ hồng	20.9872801	105.8185879	Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà riêng tại đường Tô Vĩnh Diện	110 m²	11 tỷ		4 phòng	2 phòng	Sổ đỏ/ Sổ hồng	20.9996802	105.820891	Đường Tô Vĩnh Diện, Phường Khương Trung, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm	69 m²	2,2 tỷ		2 phòng	2 phòng	Sổ đỏ/ Sổ hồng.	21.0024147033691	105.964111328125	Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
Căn hộ chung cư tại Vinhomes Gardenia	52 m²	2,65 tỷ	Tây - Bắc	1 phòng	1 phòng	Sổ đỏ/ Sổ hồng	21.03656768798828	105.76048278808594	Dự án Vinhomes Gardenia, Đường Hàm Nghi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại Kosmo Tây Hồ	110 m²	Thỏa thuận		3 phòng	2 phòng	Sổ đỏ.	21.06853675842285	105.80276489257812	Dự án Kosmo Tây Hồ, Đường Xuân La, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Loại bất động sản khác tại Nhà ở xã hội NHS Trung Văn	70 m²	3,1 tỷ	Đông - Bắc			Hợp đồng mua bán	20.992307662963867	105.7886734008789	Dự án NHS Trung Văn, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội.	Nam Từ Liêm	Hà Nội
Nhà riêng tại phố Trần Cung	36 m²	4,1 tỷ		3 phòng	4 phòng	Sổ đỏ/ Sổ hồng	21.0499622	105.7897558	Phố Trần Cung, Phường Nghĩa Tân, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà riêng tại đường Cầu Giấy	50 m²	5,1 tỷ		5 phòng		Sổ đỏ	21.0319529	105.7995321	Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị Nam Thăng Long - Ciputra	441 m²	248 triệu/m²	Đông - Bắc	6 phòng	5 phòng		21.072135925293	105.810997009277	Dự án Ciputra Hà Nội, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Nhà mặt phố tại đường Lê Trọng Tấn	140 m²	66 tỷ		12 phòng	11 phòng	Sổ đỏ chính chủ	20.9963153	105.8304975	Đường Lê Trọng Tấn, Phường Thượng Đình, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà mặt phố tại đường Trần Vỹ	142 m²	65 tỷ		9 phòng	9 phòng	Sổ đỏ/ Sổ hồng	21.0417677	105.7733707	Đường Trần Vỹ, Phường Mai Dịch, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà riêng tại đường Khương Trung	39 m²	4,8 tỷ		3 phòng	3 phòng	Sổ đỏ/ Sổ hồng	20.9955651	105.8175922	Đường Khương Trung, Phường Khương Trung, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà riêng tại phường Thanh Xuân Trung	46 m²	6,3 tỷ		6 phòng	4 phòng	Sổ đỏ/ Sổ hồng			Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Căn hộ chung cư tại Masteri West Heights	117 m²	7 tỷ	Tây - Bắc	4 phòng	3 phòng	Sổ đỏ/ Sổ hồng.	21.006206512451172	105.73707580566406	Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.	Nam Từ Liêm	Hà Nội
Bán đất tại xã Thanh Cao	80 m²	Thỏa thuận					20.8827927916533	105.747273936173	Xã Thanh Cao, Thanh Oai, Hà Nội	Thanh Oai	Hà Nội
Nhà riêng tại đường Tam Trinh	40 m²	7,4 tỷ		4 phòng		Sổ đỏ/ Sổ hồng.	20.9863393	105.8635604	Ngõ 293, Đường Tam Trinh, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Căn hộ chung cư tại The K Park	58 m²	2,3 tỷ	Đông - Bắc	2 phòng	2 phòng	Sổ đỏ	20.95990562438965	105.79180145263672	Dự án The K Park, Đường Lê Trọng Tấn, Phường Phúc La, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà riêng tại phố Nhân Hòa	72 m²	13,8 tỷ		13 phòng	13 phòng	Sổ đỏ/ Sổ hồng	21.0019942	105.8097293	Phố Nhân Hòa, Phường Nhân Chính, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà mặt phố tại đường Nguyễn Chánh	98 m²	29,8 tỷ				Sổ đỏ/ Sổ hồng	21.0119869	105.792311	Đường Nguyễn Chánh, Phường Trung Hòa, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà riêng tại đường Liên Mạc	36 m²	2,35 tỷ	Đông	3 phòng	3 phòng	Sổ đỏ/ Sổ hồng	21.0865334	105.7519296	Đường Liên Mạc, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Căn hộ chung cư tại Imperia Garden	80 m²	4,5 tỷ		2 phòng	1 phòng		20.997276306152344	105.80298614501953	Dự án Imperia Garden, Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà riêng tại phường Bồ Đề	60 m²	7,1 tỷ		4 phòng	3 phòng	Sổ đỏ/ Sổ hồng	21.0381096628588	105.872891462379	Phường Bồ Đề, Quận Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà riêng tại đường Văn Phú	38 m²	4,2 tỷ	Bắc	4 phòng	4 phòng	Sổ đỏ	20.9620075	105.7685814	Ngõ 43, Đường Văn Phú, Phường Phú La, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Bán đất tại đường Tỉnh Lộ 429	110 m²	1,6 tỷ	Tây - Bắc			Sổ đỏ/ Sổ hồng	20.8101214	105.7615252	Đường Tỉnh Lộ 429, Xã Cao Dương, Thanh Oai, Hà Nội	Thanh Oai	Hà Nội
Căn hộ chung cư tại Masteri Waterfront	54 m²	2,1 tỷ		5 phòng			20.993993759155273	105.95020294189453	Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
Căn hộ chung cư tại đường Giải Phóng	90 m²	2,45 tỷ		3 phòng	1 phòng	Sổ đỏ/ Sổ hồng	20.9916846	105.8412445	Đường Giải Phóng, Phường Phương Liệt, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Bán đất tại phố Thạch Cầu	70 m²	3 tỷ					21.0253361	105.8835528	Phố Thạch Cầu, Phường Bồ Đề, Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà riêng tại đường Tân Mai	55 m²	5,25 tỷ				Sổ đỏ/ Sổ hồng.	20.983687	105.848156	Đường Tân Mai, Phường Thịnh Liệt, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Nhà mặt phố tại phố Trung Kính	85 m²	28 tỷ				Sổ đỏ	21.0118971	105.8012873	Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Shophouse, nhà phố thương mại tại MD Complex Mỹ Đình	400 m²	Thỏa thuận					21.029132843017578	105.76129913330078	Dự án MD Complex Mỹ Đình, Đường Nguyễn Cơ Thạch, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà mặt phố tại đường Âu Cơ	128 m²	33 tỷ		10 phòng			21.0628371	105.8321466	Đường Âu Cơ, Phường Tứ Liên, Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Bán đất tại đường Trường Chinh	155 m²	45 tỷ	Nam			Sổ đỏ/ Sổ hồng	21.0007661	105.8288422	Đường Trường Chinh, Phường Khương Thượng, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Căn hộ chung cư tại HH4 Linh Đàm	67 m²	1,79 tỷ		2 phòng	2 phòng		20.963314056396484	105.82673645019531	Dự án HH4 Linh Đàm, Đường Linh Đường, Phường Hoàng Liệt, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Căn hộ chung cư tại Iris Garden	66 m²	2,75 tỷ	Tây - Nam	2 phòng	2 phòng		21.0315856933594	105.760452270508	Dự án Iris Garden, Đường Trần Hữu Dực, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.	Nam Từ Liêm	Hà Nội
Nhà riêng tại phố Thái Thịnh	48 m²	6,15 tỷ		4 phòng		Sổ đỏ/ Sổ hồng	21.0104478	105.8184384	Phố Thái Thịnh, Phường Thịnh Quang, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Bán đất tại xã Tích Giang	100 m²	Thỏa thuận					21.1106749640915	105.510748031508	Xã Tích Giang, Phúc Thọ, Hà Nội	Phúc Thọ	Hà Nội
Căn hộ chung cư tại The Link 345-CT1	58 m²	3,1 tỷ	Đông - Nam	2 phòng	1 phòng	Sổ đỏ/ Sổ hồng	21.082292556762695	105.79182434082031	Dự án The Link 345-CT1, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Nhà riêng tại phố Phú Lương	36 m²	2 tỷ	Đông - Nam	3 phòng	3 phòng		20.9399743	105.7645513	Phố Phú Lương, Phường Phú Lương, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Bán đất tại đường Đồng Bèn	271 m²	3 tỷ				Sổ đỏ/ Sổ hồng	20.945653	105.5049436	Đường Đồng Bèn, Xã Đông Xuân, Quốc Oai, Hà Nội	Quốc Oai	Hà Nội
Căn hộ chung cư tại Vinhomes Smart City	80 m²	3,68 tỷ		3 phòng	1 phòng	Sổ đỏ/ Sổ hồng	21.008852005004883	105.7439193725586	Dự án Vinhomes Smart City , Phường Tây Mỗ, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị mới Văn Quán	58 m²	7,7 tỷ		4 phòng	4 phòng		20.973962783813477	105.78907012939453	Dự án KĐT Văn Quán, Phường Phúc La, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị Mỹ Đình I	130 m²	19,9 tỷ		4 phòng	4 phòng	Sổ đỏ/ Sổ hồng	21.034912109375	105.764404296875	Dự án Mỹ Đình I, Đường Lưu Hữu Phước, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại Mipec Riverside	140 m²	12,5 tỷ		2 phòng	2 phòng	Sổ đỏ/ Sổ hồng	21.0457458496094	105.86637878418	Dự án Mipec Riverside, Đường Long Biên, Phường Ngọc Lâm, Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà riêng tại đường Tô Vĩnh Diện	74 m²	11 tỷ				Sổ đỏ	20.9996802	105.820891	Đường Tô Vĩnh Diện, Phường Khương Trung, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà riêng tại đường Hoàng Hoa Thám	31 m²	4,3 tỷ		3 phòng	4 phòng	Sổ đỏ/ Sổ hồng	21.0459262	105.8113053	Ngõ 639, Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Ba Đình, Hà Nội	Ba Đình	Hà Nội
Căn hộ chung cư tại Ecolife Capitol	74 m²	Thỏa thuận		2 phòng	2 phòng	Sổ đỏ/ Sổ hồng	20.99453353881836	105.78939056396484	Dự án Ecolife Capitol, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Kho, nhà xưởng tại Telin Park Kim Bài	2.000 m²	Thỏa thuận					20.855663299560547	105.76679229736328	Dự án Telin Park Kim Bài, Đường 21B, Thị trấn Kim Bài, Thanh Oai, Hà Nội	Thanh Oai	Hà Nội
Căn hộ chung cư tại Northern Diamond	107 m²	30 triệu/m²		3 phòng	2 phòng	Sổ đỏ/ Sổ hồng.	21.03144645690918	105.90082550048828	Dự án Northern Diamond, Phường Long Biên, Long Biên, Hà Nội	Long Biên	Hà Nội
Bán đất tại đường Văn Minh	67 m²	4,65 tỷ	Tây - Nam			Sổ đỏ/ Sổ hồng	21.0459165264461	105.719845679339	Đường Văn Minh, Xã Di Trạch, Hoài Đức, Hà Nội	Hoài Đức	Hà Nội
Nhà riêng tại đường Nguyễn Khánh Toàn	55 m²	7,7 tỷ		6 phòng	4 phòng	Sổ đỏ/ Sổ hồng	21.0377412	105.8008204	Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Bán đất tại xã Lại Yên	75 m²	Thỏa thuận				Sổ đỏ/ Sổ hồng	21.0279020935788	105.711169774187	Xã Lại Yên, Hoài Đức, Hà Nội	Hoài Đức	Hà Nội
Căn hộ chung cư tại Khu đô thị mới Xa La	74 m²	1,8 tỷ		2 phòng	2 phòng	Sổ đỏ/ Sổ hồng	20.9624671936035	105.792366027832	Dự án KĐT Xa La, Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà riêng tại đường Bồ Đề	45 m²	5,15 tỷ		4 phòng	3 phòng	Sổ đỏ/ Sổ hồng.	21.038073	105.8719363	Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà mặt phố tại đường Đào Văn Tập	90 m²	17 tỷ		3 phòng	3 phòng	Sổ đỏ	21.0526129	105.8988115	Đường Đào Văn Tập, Phường Việt Hưng, Long Biên, Hà Nội	Long Biên	Hà Nội
Căn hộ chung cư tại The Golden Palm Lê Văn Lương	88 m²	3,85 tỷ	Tây - Bắc	2 phòng	2 phòng	Sổ đỏ/ Sổ hồng	21.006311416626	105.807479858398	Dự án The Golden Palm Lê Văn Lương, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Căn hộ chung cư tại D’. Le Roi Soleil	88 m²	5,8 tỷ		2 phòng	2 phòng	Sổ đỏ/ Sổ hồng	21.065832138061523	105.82650756835938	D’. Le Roi Soleil , số 59, Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Nhà riêng tại đường Lạc Long Quân	45 m²	5,5 tỷ		3 phòng	4 phòng	Đã có sổ	21.0536849	105.8088967	Ngõ 127, Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà riêng tại phố Gia Quất	41 m²	4,3 tỷ		3 phòng	4 phòng	Sổ đỏ/ Sổ hồng	21.0528078	105.8760812	Phố Gia Quất, Phường Thượng Thanh, Long Biên, Hà Nội	Long Biên	Hà Nội
Bán đất tại đường Liên Thôn	43 m²	28 triệu/m²				Sổ đỏ/ Sổ hồng	20.9232521	105.8645442	Thôn Đại Lộ, Đường Liên Thôn, Xã Ninh Sở, Thường Tín, Hà Nội	Thường Tín	Hà Nội
Nhà riêng tại phố Hào Nam	57 m²	16,9 tỷ					21.0255158	105.8275913	Phố Hào Nam, Phường Ô Chợ Dừa, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà riêng tại đường Thụy Khuê	190 m²	33 tỷ		28 phòng	28 phòng	Sổ đỏ/ Sổ hồng	21.0427171	105.8241613	Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Nhà mặt phố tại đường Giáp Nhất	78 m²	15,6 tỷ		6 phòng	4 phòng	Sổ đỏ/ Sổ hồng	21.0070593	105.8150776	Đường Giáp Nhất, Phường Nhân Chính, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà riêng tại đường 422B	35 m²	4,05 tỷ	Tây	4 phòng	3 phòng	Sổ đỏ/ Sổ hồng	21.030399369684	105.732218188185	Đường 422B, Xã Vân Canh, Hoài Đức, Hà Nội	Hoài Đức	Hà Nội
Nhà riêng tại đường Đào Tấn	55 m²	16,5 tỷ	Tây - Bắc	3 phòng	3 phòng	Sổ đỏ/ Sổ hồng	21.0325448	105.8089097	Ngõ 12, Đường Đào Tấn, Phường Liễu Giai, Ba Đình, Hà Nội	Ba Đình	Hà Nội
Căn hộ chung cư tại Indochina Plaza Hanoi	207 m²	15 tỷ		3 phòng	3 phòng	Sổ đỏ/ Sổ hồng	21.036001205444336	105.78246307373047	Indochina Plaza, 241, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà mặt phố tại đường Cổ Linh	320 m²	98 tỷ		1 phòng	1 phòng	Sổ đỏ/ Sổ hồng	21.0280879	105.8926223	Đường Cổ Linh, Phường Long Biên, Long Biên, Hà Nội	Long Biên	Hà Nội
Căn hộ chung cư tại Roman Plaza	124 m²	Thỏa thuận	Đông - Nam	3 phòng	2 phòng	Sổ đỏ/ Sổ hồng	20.98434066772461	105.77680969238281	Dự án Roman Plaza, Đường Tố Hữu, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại Chung cư Sails Tower	104 m²	Thỏa thuận	Tây - Nam	3 phòng	2 phòng	Sổ đỏ/ Sổ hồng	20.959997177124	105.798553466797	Dự án Sails Tower, Đường Cầu Bươu, Phường Kiến Hưng, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Căn hộ chung cư tại Vinaconex 7	130 m²	30 triệu/m²		3 phòng	2 phòng	Sổ đỏ/ Sổ hồng	21.03388786315918	105.75962829589844	Dự án Vinaconex 7 - 34 Cầu Diễn, Đường K2, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại Vinhomes Smart City	59 m²	2,18 tỷ		2 phòng	2 phòng	Sổ đỏ/ Sổ hồng	21.008852005004883	105.7439193725586	Dự án Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.	Nam Từ Liêm	Hà Nội
Bán đất tại đường Ngọc Thụy	250 m²	86 triệu/m²				Sổ đỏ	21.0497426	105.8667669	Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà biệt thự, liền kề tại Vinhomes Ocean Park Gia Lâm	150 m²	26 tỷ	Tây - Bắc			Sổ đỏ/ Sổ hồng	21.00241470336914	105.964111328125	Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
Căn hộ chung cư tại Mandarin Garden	127,7 m²	8,3 tỷ	Nam	3 phòng	2 phòng	Sổ đỏ/ Sổ hồng	21.004484176635742	105.79862976074219	Dự án Mandarin Garden, Đường Hoàng Minh Giám, Phường Trung Hòa, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà mặt phố tại đường Đại Cồ Việt	200 m²	155 tỷ		8 phòng	8 phòng	Sổ đỏ/ Sổ hồng	21.0081158	105.8460805	Đường Đại Cồ Việt, Phường Bách Khoa, Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Đất nền dự án tại KĐT Tây Hồ Tây - Starlake Hà Nội	3.986 m²	Thỏa thuận				Sổ đỏ/ Sổ hồng	21.0596752166748	105.804077148438	Dự án KĐT Tây Hồ Tây - Starlake Hà Nội, Phường Xuân La, Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Nhà riêng tại đường Trần Phú	59 m²	10,3 tỷ		4 phòng	3 phòng	Sổ đỏ/ Sổ hồng	20.9747143	105.7854713	Ngõ 108, Đường Trần Phú, Phường Mỗ Lao, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Căn hộ chung cư tại đường Nguyễn Chính	80 m²	1,98 tỷ				Sổ đỏ	20.9813343	105.8476841	Đường Nguyễn Chính, Phường Tân Mai, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị Nam Thăng Long - Ciputra	685 m²	202 tỷ		16 phòng	16 phòng	Sổ đỏ/ Sổ hồng	21.072135925293	105.810997009277	Dự án Ciputra Hà Nội, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
